date,close_price
2018-01-01,98.54325444476994
2018-01-02,102.71660370648874
2018-01-03,100.35403893121264
2018-01-04,100.50247508767957
2018-01-05,101.81901836948363
2018-01-08,103.84841503881297
2018-01-09,101.86594722409123
2018-01-10,99.29436668694119
2018-01-11,101.97586539092204
2018-01-12,101.03503567731437
2018-01-15,100.01047066131974
2018-01-16,103.61097000686408
2018-01-17,104.25037463632772
2018-01-18,104.90285109169086
2018-01-19,105.0432522013878
2018-01-22,103.09528806790146
2018-01-23,104.94668196669024
2018-01-24,106.26558301054149
2018-01-25,107.10296566122035
2018-01-26,107.37031958266783
2018-01-29,107.28568028399125
2018-01-30,109.61064706308609
2018-01-31,109.8280609366739
2018-02-01,110.19993885960612
2018-02-02,111.75972516937367
2018-02-05,112.67564703073444
2018-02-06,116.46019914581532
2018-02-07,113.43746559086871
2018-02-08,114.53728046760324
2018-02-09,113.6260689066589
2018-02-12,112.24189583714904
2018-02-13,111.82776742506034
2018-02-14,112.43712624202387
2018-02-15,113.13526439387068
2018-02-16,110.6006519625137
2018-02-19,110.01848430315806
2018-02-20,111.08092740611099
2018-02-21,109.82706650454367
2018-02-22,108.09749869511064
2018-02-23,104.08523408012475
2018-02-26,103.25884718337403
2018-02-27,101.4595887854724
2018-02-28,99.99172301925229
2018-03-01,99.94808241269298
2018-03-02,
2018-03-05,97.41594887188857
2018-03-06,93.68426574142212
2018-03-07,94.7888883517174
2018-03-08,96.79454277933435
2018-03-09,96.50105282134561
2018-03-12,96.46950142843706
2018-03-13,96.9751224598093
2018-03-14,100.6326896130338
2018-03-15,97.99727402538225
2018-03-16,97.66829457363713
2018-03-19,94.72434864537168
2018-03-20,95.94898556284281
2018-03-21,96.16106877526678
2018-03-22,97.06705300113893
2018-03-23,97.87329812632109
2018-03-26,100.35471463372812
2018-03-27,101.93098056286505
2018-03-28,104.09199647818522
2018-03-29,102.46092709839134
2018-03-30,105.34726882834163
2018-04-02,104.40254334936363
2018-04-03,103.57280426411566
2018-04-04,104.61448941882165
2018-04-05,105.71832594492021
2018-04-06,104.07461234045525
2018-04-09,104.22805375690746
2018-04-10,107.70452439064641
2018-04-11,105.26785126757822
2018-04-12,108.73828974960367
2018-04-13,108.75489284677069
2018-04-16,104.57938317990039
2018-04-17,102.34591971293457
2018-04-18,100.91896463746419
2018-04-19,100.1711060358987
2018-04-20,100.46167951864803
2018-04-23,95.55471925912488
2018-04-24,96.42832804408019
2018-04-25,94.81814702743043
2018-04-26,98.09919217063253
2018-04-27,98.05883872914458
2018-04-30,100.44453107261005
2018-05-01,103.16522903243863
2018-05-02,105.83177551937106
2018-05-03,105.1989620334461
2018-05-04,104.54056171800345
2018-05-07,104.59061511942681
2018-05-08,106.36308987018467
2018-05-09,105.84169933067635
2018-05-10,106.10317438349585
2018-05-11,107.15036201617475
2018-05-14,105.84057816407902
2018-05-15,104.40436158742078
2018-05-16,104.5878338246128
2018-05-17,105.03619145451609
2018-05-18,106.40396241451937
2018-05-21,108.24773556442248
2018-05-22,106.54960992327918
2018-05-23,105.42544005939206
2018-05-24,103.98393548426586
2018-05-25,107.3088302874487
2018-05-28,107.56828910704363
2018-05-29,108.10054769753367
2018-05-30,108.71609642556069
2018-05-31,107.78475639812541
2018-06-01,111.41329543601748
2018-06-04,112.73534874565493
2018-06-05,113.31452980521082
2018-06-06,111.6040169629097
2018-06-07,109.7801519795972
2018-06-08,109.66233691638567
2018-06-11,108.762353329242
2018-06-12,107.12746463814891
2018-06-13,106.88554859900579
2018-06-14,106.95269254245402
2018-06-15,107.73626338337455
2018-06-18,107.22842444062603
2018-06-19,105.71322305130596
2018-06-20,104.26738127932347
2018-06-21,107.19332673777585
2018-06-22,105.18981136505236
2018-06-25,106.4161759616349
2018-06-26,107.95526862118369
2018-06-27,108.21271766951236
2018-06-28,112.24837578632271
2018-06-29,113.75181377237811
2018-07-02,117.93761986898741
2018-07-03,117.13549186515766
2018-07-04,116.36760104537083
2018-07-05,117.92267536273087
2018-07-06,117.89974408809246
2018-07-09,121.77107493787649
2018-07-10,122.95447570513836
2018-07-11,121.36532726542494
2018-07-12,118.39169444833689
2018-07-13,118.73521726365036
2018-07-16,119.05697100458389
2018-07-17,120.18450285120066
2018-07-18,123.10588399871247
2018-07-19,125.76411060670033
2018-07-20,125.10630854202746
2018-07-23,123.01866973841862
2018-07-24,121.05042746840047
2018-07-25,120.07682405775772
2018-07-26,119.84336096167968
2018-07-27,120.95348523961002
2018-07-30,119.85155004581806
2018-07-31,120.9123339880447
2018-08-01,122.13641427976279
2018-08-02,122.92310204495458
2018-08-03,121.16585605092918
2018-08-06,122.6015095014011
2018-08-07,127.26404875893454
2018-08-08,128.25584241276036
2018-08-09,122.8496922114578
2018-08-10,125.83145135555162
2018-08-13,124.92595580215286
2018-08-14,129.95738118314424
2018-08-15,130.69010808587615
2018-08-16,127.82070669790451
2018-08-17,124.19131171798699
2018-08-20,127.77079324333876
2018-08-21,130.4826032151733
2018-08-22,135.43464098670668
2018-08-23,135.9564899578538
2018-08-24,136.34343019109443
2018-08-27,136.07799260677731
2018-08-28,135.26141212425887
2018-08-29,134.97655301534326
2018-08-30,135.91147967999132
2018-08-31,134.72367810616709
2018-09-03,131.88509941241912
2018-09-04,132.7048526804475
2018-09-05,131.4724614830606
2018-09-06,125.49358603318049
2018-09-07,127.0987208144945
2018-09-10,125.38260273826045
2018-09-11,127.20618164764193
2018-09-12,128.98187786067388
2018-09-13,130.04905788371954
2018-09-14,135.54269356443254
2018-09-17,135.7665898644878
2018-09-18,135.69531072949061
2018-09-19,137.56265557232445
2018-09-20,137.95176084809685
2018-09-21,140.7727479228849
2018-09-24,138.73513610773384
2018-09-25,136.73078721280515
2018-09-26,138.76240619545757
2018-09-27,136.93278431678038
2018-09-28,138.6509815296658
2018-10-01,139.89098722208655
2018-10-02,139.0020106500312
2018-10-03,140.23635097049808
2018-10-04,138.2671660789296
2018-10-05,136.7673662264022
2018-10-08,136.79299074957805
2018-10-09,137.4508463877225
2018-10-10,137.3435693137468
2018-10-11,138.709801241493
2018-10-12,139.98673407158958
2018-10-15,143.5454676882859
2018-10-16,143.85489699399588
2018-10-17,146.74402385636412
2018-10-18,149.0854748821519
2018-10-19,154.1734294487382
2018-10-22,154.41891340893366
2018-10-23,154.0781959660277
2018-10-24,157.09358441051515
2018-10-25,158.36444955399767
2018-10-26,161.42776798756546
2018-10-29,163.36136558354448
2018-10-30,159.64784140074548
2018-10-31,160.90048495480784
2018-11-01,162.02291675071083
2018-11-02,162.78913055563876
2018-11-05,163.024644447392
2018-11-06,160.34035739180334
2018-11-07,162.58871122628
2018-11-08,163.83624808246697
2018-11-09,166.54016147726182
2018-11-12,163.9626504287113
2018-11-13,165.47691940780186
2018-11-14,165.50760073270874
2018-11-15,166.29517675255977
2018-11-16,166.348857484198
2018-11-19,167.93607333915827
2018-11-20,168.11032709717512
2018-11-21,166.50649724706375
2018-11-22,167.1793480846361
2018-11-23,167.25099901036512
2018-11-26,167.58421176810737
2018-11-27,161.70858881602706
2018-11-28,163.57386098316448
2018-11-29,163.44453374847092
2018-11-30,161.24822660043438
2018-12-03,163.59335363413066
2018-12-04,165.36608508963653
2018-12-05,165.21144469708682
2018-12-06,163.40710593804678
2018-12-07,164.26316740740555
2018-12-10,165.00937957658076
2018-12-11,167.35804814256431
2018-12-12,166.97057711284333
2018-12-13,169.86042138257332
2018-12-14,169.2799153759018
2018-12-17,167.08825180681694
2018-12-18,165.3236862958624
2018-12-19,165.69886321759114
2018-12-20,166.06783419947368
2018-12-21,167.22355648097522
2018-12-24,167.54280841873833
2018-12-25,169.99744545086702
2018-12-26,169.97525725394183
2018-12-27,166.482704724199
2018-12-28,166.74051134726744
2018-12-31,163.22695397173447
2019-01-01,164.26973593372986
2019-01-02,166.8841219316997
2019-01-03,165.41167295913465
2019-01-04,168.74878633191838
2019-01-07,170.9344488213752
2019-01-08,173.84740913220534
2019-01-09,174.7265368450746
2019-01-10,173.24100649357098
2019-01-11,175.30263734919924
2019-01-14,174.55343553566257
2019-01-15,175.28920454786928
2019-01-16,175.44650256226203
2019-01-17,178.19589427585584
2019-01-18,180.1565482877025
2019-01-21,180.49541669107776
2019-01-22,177.09220230399745
2019-01-23,176.32174737093902
2019-01-24,178.23019194990786
2019-01-25,179.29041247200104
2019-01-28,176.7839686031753
2019-01-29,173.67079265823753
2019-01-30,174.56181095855246
2019-01-31,172.94769662312092
2019-02-01,171.52610370144575
2019-02-04,173.37131915901105
2019-02-05,176.2757967198424
2019-02-06,175.27439266576982
2019-02-07,175.68487205054547
2019-02-08,176.03637871857674
2019-02-11,176.20797050918372
2019-02-12,176.7891674614963
2019-02-13,178.80216531717662
2019-02-14,177.95431662371743
2019-02-15,175.4037615546853
2019-02-18,179.28378142189283
2019-02-19,181.96262527087293
2019-02-20,180.25534952837413
2019-02-21,181.026613545926
2019-02-22,183.54801787509825
2019-02-25,185.54610576415033
2019-02-26,186.97013238400888
2019-02-27,187.1296786008254
2019-02-28,191.08428645094932
2019-03-01,192.02600419586824
2019-03-04,191.49608567722686
2019-03-05,193.73823713491805
2019-03-06,194.4303544188209
2019-03-07,195.62994987332814
2019-03-08,196.53624827651055
2019-03-11,198.02979942404437
2019-03-12,196.57288691724597
2019-03-13,194.17067414290597
2019-03-14,197.53893958937311
2019-03-15,198.53810871295144
2019-03-18,200.57980326776863
2019-03-19,197.56028482741334
2019-03-20,200.19365104484234
2019-03-21,199.6506797541308
2019-03-22,198.53824342051274
2019-03-25,198.91149708524875
2019-03-26,197.4555366641637
2019-03-27,197.95207326771248
2019-03-28,198.1793965736835
2019-03-29,200.80018838415128
2019-04-01,204.3268773884302
2019-04-02,207.7899089741134
2019-04-03,203.76087901532117
2019-04-04,202.39054535563457
2019-04-05,198.34077182798987
2019-04-08,196.4536872791198
2019-04-09,195.65465085731216
2019-04-10,196.97577408776604
2019-04-11,196.43590761878096
2019-04-12,195.95176747688367
2019-04-15,196.8152968432832
2019-04-16,193.89667755286757
2019-04-17,192.71949124693987
2019-04-18,192.2123779953051
2019-04-19,192.30757401804243
2019-04-22,192.96148199849353
2019-04-23,196.4627815779596
2019-04-24,198.77945390012178
2019-04-25,197.7408338511379
2019-04-26,197.71817573223495
2019-04-29,197.5592974580507
2019-04-30,197.03099242500923
2019-05-01,198.07602407665104
2019-05-02,194.85646497070923
2019-05-03,197.1178937467222
2019-05-06,201.00499532815292
2019-05-07,200.96531424680927
2019-05-08,200.88658539657362
2019-05-09,201.70067389099097
2019-05-10,204.2394458449114
2019-05-13,204.09085841127688
2019-05-14,206.45874874348038
2019-05-15,207.93573808838687
2019-05-16,213.15896097639623
2019-05-17,213.00163694607164
2019-05-20,209.54963605062997
2019-05-21,207.18375780925896
2019-05-22,207.70761428405928
2019-05-23,210.26337847210078
2019-05-24,209.45836019125932
2019-05-27,209.49649529150867
2019-05-28,211.3661807661718
2019-05-29,209.9357155644149
2019-05-30,209.21317676602524
2019-05-31,207.37772339080473
2019-06-03,210.23417957656986
2019-06-04,213.8175252001626
2019-06-05,211.15869522117646
2019-06-06,211.3743242232
2019-06-07,214.6888421733299
2019-06-10,215.98623254057438
2019-06-11,215.50775407457618
2019-06-12,212.9154298353544
2019-06-13,215.72131893900013
2019-06-14,216.9423493688891
2019-06-17,214.4963765934056
2019-06-18,217.3761587011556
2019-06-19,214.67535157763984
2019-06-20,214.734379269305
2019-06-21,214.70514986256075
2019-06-24,218.4419125202564
2019-06-25,218.4198201364961
2019-06-26,218.39053476389466
2019-06-27,216.16437807409926
2019-06-28,215.38358271598204
2019-07-01,214.24899179422076
2019-07-02,213.21854706221137
2019-07-03,213.7311161119951
2019-07-04,209.36276334030993
2019-07-05,206.84230284947614
2019-07-08,207.12026510226184
2019-07-09,207.8627744684697
2019-07-10,207.89590887118192
2019-07-11,208.31431989161197
2019-07-12,207.99608666430146
2019-07-15,208.45907745784214
2019-07-16,209.82736189836658
2019-07-17,211.1816293557419
2019-07-18,210.3037125328249
2019-07-19,212.6339020119908
2019-07-22,213.44811940099743
2019-07-23,216.41254731367698
2019-07-24,219.77829217621115
2019-07-25,217.39283873346466
2019-07-26,216.17478365572723
2019-07-29,218.3018797356683
2019-07-30,215.4720948954104
2019-07-31,218.81244882079716
2019-08-01,218.62468443117183
2019-08-02,220.27475050138986
2019-08-05,220.54196917566833
2019-08-06,218.25719012010097
2019-08-07,220.8682793243649
2019-08-08,226.86972538543955
2019-08-09,226.33970883272818
2019-08-12,226.1949917310377
2019-08-13,221.39679264450356
2019-08-14,224.5997984514158
2019-08-15,226.9233290970998
2019-08-16,223.95656137299
2019-08-19,220.3267904488962
2019-08-20,216.92832788256567
2019-08-21,218.7186661333113
2019-08-22,220.70864897253946
2019-08-23,219.36198108380188
2019-08-26,220.8605011465675
2019-08-27,221.6782553885498
2019-08-28,221.44371597484135
2019-08-29,223.88410962821195
2019-08-30,221.97423842575589
2019-09-02,224.7693168529437
2019-09-03,223.812273744915
2019-09-04,227.87534710884907
2019-09-05,226.36473506188614
2019-09-06,226.16159090468588
2019-09-09,226.77876517977057
2019-09-10,227.38340227541556
2019-09-11,228.86505927665175
2019-09-12,226.7936944401584
2019-09-13,227.21906962366512
2019-09-16,227.99533303647058
2019-09-17,227.43985658841433
2019-09-18,228.74797382333315
2019-09-19,226.55523399635757
2019-09-20,226.40232621825623
2019-09-23,225.3959579694489
2019-09-24,225.24909611035085
2019-09-25,228.64316703019327
2019-09-26,232.07607848250808
2019-09-27,235.1169114036705
2019-09-30,234.69239684350882
2019-10-01,237.00763339710923
2019-10-02,237.73235765096084
2019-10-03,238.32353705796686
2019-10-04,238.6688143627285
2019-10-07,242.68565007748677
2019-10-08,245.9173272885997
2019-10-09,247.9071201254939
2019-10-10,248.06651819447265
2019-10-11,248.64563971098178
2019-10-14,250.20677292005726
2019-10-15,249.66355509634923
2019-10-16,252.04018652827824
2019-10-17,250.69769630539244
2019-10-18,251.98138368138726
2019-10-21,247.901952581802
2019-10-22,247.30071552859772
2019-10-23,251.95606979443662
2019-10-24,254.52845278322044
2019-10-25,258.0993896830895
2019-10-28,257.26477434838074
2019-10-29,257.9723200219816
2019-10-30,261.0363045281702
2019-10-31,262.802494397581
2019-11-01,264.3196261522976
2019-11-04,268.0807900929577
2019-11-05,266.49988016172983
2019-11-06,266.63140408283886
2019-11-07,263.62323295750014
2019-11-08,261.93302085362893
2019-11-11,264.5813916379869
2019-11-12,263.2466931056026
2019-11-13,265.2177416138528
2019-11-14,269.034711697789
2019-11-15,269.17883534780515
2019-11-18,270.71856222740473
2019-11-19,272.70518648649056
2019-11-20,270.7621963603574
2019-11-21,270.02929166975537
2019-11-22,268.52196924641174
2019-11-25,267.94852302624565
2019-11-26,269.8807444224079
2019-11-27,269.1903509605233
2019-11-28,269.62004450665967
2019-11-29,268.0351212727972
2019-12-02,270.98796560186463
2019-12-03,270.3977456214179
2019-12-04,273.9437067252378
2019-12-05,274.56556491293657
2019-12-06,272.25156575701044
2019-12-09,272.40951226391917
2019-12-10,270.78395860898684
2019-12-11,272.4626573637431
2019-12-12,272.43993179908944
2019-12-13,273.2663523091441
2019-12-16,273.027646089051
2019-12-17,272.41696148132434
2019-12-18,270.96971746209306
2019-12-19,273.14216333573614
2019-12-20,273.29585713213675
2019-12-23,273.16647534474
2019-12-24,273.27004754785565
2019-12-25,272.4123239608841
2019-12-26,272.28962110733204
2019-12-27,273.200880736719
2019-12-30,271.63260673860543
2019-12-31,270.3539027524471
2020-01-01,273.6104709396924
2020-01-02,273.3849578740933
2020-01-03,272.78183625624524
2020-01-06,270.5940930451267
2020-01-07,272.7954483200752
2020-01-08,271.1835966930535
2020-01-09,271.65301137113056
2020-01-10,268.7366412324974
2020-01-13,270.87298683322564
2020-01-14,273.7266993204628
2020-01-15,275.1957400114188
2020-01-16,272.6267797486082
2020-01-17,274.80430403642674
2020-01-20,273.649606037146
2020-01-21,271.80766227970275
2020-01-22,271.54074018818744
2020-01-23,271.2340048414945
2020-01-24,270.7239075391339
2020-01-27,273.7712560349433
2020-01-28,278.29490802782857
2020-01-29,276.0566349531296
2020-01-30,275.17897016448046
2020-01-31,275.96446683657035
2020-02-03,275.68703385469587
2020-02-04,276.98583135325293
2020-02-05,279.3178020651445
2020-02-06,281.31653394968464
2020-02-07,283.03600108538427
2020-02-10,286.8541921272237
2020-02-11,284.1762975613915
2020-02-12,287.63651514530073
2020-02-13,287.3105318771212
2020-02-14,289.3807823184725
2020-02-17,287.8214498619136
2020-02-18,286.5044570781271
2020-02-19,288.3286916610911
2020-02-20,284.9712316155914
2020-02-21,287.45011577216803
2020-02-24,290.4700427768512
2020-02-25,291.3256124845091
2020-02-26,292.10913455566623
2020-02-27,290.9418622658493
2020-02-28,292.7907610706567
2020-03-02,293.9860915634715
2020-03-03,292.6430807714239
2020-03-04,292.3601208712475
2020-03-05,292.5414500218559
2020-03-06,292.2558456288175
2020-03-09,290.03002280211757
2020-03-10,291.92806341928537
2020-03-11,291.9410425074816
2020-03-12,292.4717720592682
2020-03-13,291.81523888447333
2020-03-16,293.2657818324173
2020-03-17,294.16317420118014
