dien_tich,gia,so_phong
119.86856612044932,1107.336208104485,3
94.46942795315262,1168.2353579104704,1
125.90754152402769,1324.915372952583,5
160.92119425632103,1316.1406156104708,6
90.63386501106656,586.6991896128727,4
1000.0,50000.0,20
163.16851262029564,1154.510580162598,5
130.69738916611635,1154.1357852736626,5
81.22102456260191,1154.5143058918143,6
121.70240174343859,2155.819447196416,3
81.4632922875015,1171.26715320795,5
81.37080985718973,1340.6696920541797,5
109.67849086264137,1286.2005290479606,5
23.46879021368808,1195.4173753917394,5
31.003286699478693,905.4192266078963,2
2000.0,100000.0,50
59.48675518662305,768.1524356387284,3
112.56989330381096,928.9544179779973,1
63.67903697915156,854.3909356512689,5
43.50785194658834,1024.5622418158969,6
0.0,1.0,0
90.96894798053857,439.82044222247555,6
102.70112818751696,1205.878057112354,1
43.01007255146173,516.1852386431045,3
78.2246910189927,858.4204402631699,5
104.43690358839464,1326.6851790902099,5
53.96025690310789,1019.2840057286388,4
115.02792073382687,676.6765666212082,6
75.9744524032478,785.4088872220095,1
88.33225000826893,1203.8793246804028,1
75.93173551082413,780.890010484859,2
174.0911273803575,1064.9375768745924,4
99.46011101048265,1013.6715519711441,2
57.69156284176398,804.5198957182549,2
132.90179648412754,1643.1832267975979,2
51.16625400115911,1190.1757066954033,6
108.35454380019021,392.4572240027179,6
21.613195044808975,1055.9362944308282,3
46.87255804406278,801.4640605694835,3
107.87444943476494,1255.7300004388671,2
129.53866319981643,762.2437784701898,4
106.85473124759882,965.5790675599303,1
95.37406870447037,1151.496183694137,6
87.95585217642845,1259.7265582510365,4
40.8591203853029,639.9110778832671,5
71.20623166421166,899.6496292477154,6
81.5744491616085,857.5164066517132,6
142.2848890487566,804.0012302278865,3
113.74473158273845,1529.636272084329,1
29.47839378549064,1121.4945132882867,1
112.9633587757918,621.7348136994865,5
84.59670878334734,1275.358584116433,5
72.92311998776165,1636.6468591037901,6
124.46705155363472,1309.739578165344,2
141.23998089983803,544.189010213796,3
137.25120476464795,854.7297781401246,3
66.43129907109446,1380.073344755987,6
87.63150496595142,787.6991603143658,4
113.25053725614256,1133.1458284438686,2
139.02180508489437,1232.390216028801,6
80.8330304861884,721.9208585265751,2
92.57364093344731,982.14239318146,2
55.74660103975887,100.0,2
52.15173503677317,692.683707599713,6
132.50103289576793,924.229554582052,3
154.24960114283292,625.6650454105452,3
97.11959513678664,1489.7233911794906,2
140.14131591568096,570.9575866118103,4
114.46544100190536,867.9866539909049,1
74.19520981579502,1039.2221731858274,6
114.45582422033655,1432.3819867198347,1
161.52146265863877,569.2413546461682,4
98.56695843560193,1348.9491256464878,6
162.58574623256024,1003.0699183058761,2
10.0,705.5474046856148,3
132.87610017500896,1138.631042278981,1
103.48188272952684,1059.717908672041,5
88.0397059813653,819.9349368523616,5
103.67043106142009,1020.9406254970057,4
20.49724341596429,884.4059209414719,2
91.21312448649952,1034.0552035753744,1
114.28450286046986,1198.639202356314,2
159.11576178966064,1475.8050448436056,1
79.2691912690541,628.6553503519453,4
67.66025588427249,1639.9100123968801,4
79.92971825661854,414.3736601432495,5
136.61608470808295,954.464471489325,2
113.15004438638738,1176.495161945373,6
78.80959184931845,1084.2975603205098,5
120.53069732453424,813.1901440538219,2
103.88310197392161,937.5633248928175,5
138.74579962131557,852.0997196023502,6
71.9178762449059,823.1905729167365,3
86.89351413608927,1254.8806291063074,3
84.3156738747137,1107.1046457895143,3
41.45940207471526,792.1271214218037,3
111.84481108258305,1269.8799626299751,1
110.44221088719557,1092.1898562629829,3
100.20453826569843,1243.858635651688,6
90.61651466499413,1188.8886525770836,4
43.38517031798343,751.3014967233782,4
83.17418708938564,831.9456879409091,1
86.29141933892922,1224.1880815369786,3
67.90890923113524,1183.1110796300395,3
93.54857153335963,993.7295218107556,3
116.16203427258154,1035.1982149926346,5
175.4474360484212,1383.2994687365274,2
106.98311251327355,822.528583349251,5
110.30201562891057,1164.1292143510113,2
97.02216336935331,939.3422042698318,3
23.249151388038342,934.6956390318339,3
98.93944498203132,1329.633055596157,5
102.40920839764105,1247.624904696409,5
198.52968449941145,1244.0528908001916,2
92.3055614087551,1391.6436421462986,4
112.0618936933445,1006.3011524898277,2
98.61152921179027,1204.5858913884892,5
53.25287849521872,906.9199730219632,6
145.71291258060083,1097.2499057465327,5
130.07732130747098,960.9570836896946,6
131.64127788172186,1029.0987894978155,1
63.62450180821044,1178.5471076310741,5
156.11177243744396,754.5337950299582,1
43.92595748830877,1627.716182705638,4
123.47428375201082,698.1947855500894,2
187.61822503239915,635.7434161636804,6
60.378546994772464,1347.4332620500204,2
77.34809081588912,1237.4988081888807,1
103.98605460350565,1187.2359451156465,6
79.86097383535203,1188.503652779284,2
37.973462757354696,996.3259681459256,5
102.74251899224109,730.8236885542506,3
57.507851450955805,1022.7413674581179,1
118.94369722540726,796.8514865463665,2
63.22303063064788,1292.5359200253254,1
161.99737620070158,955.8827855493585,1
68.66986830655051,752.3508409622466,6
87.11753935177298,903.584247504102,6
132.54068869478678,1123.8794362826873,3
50.76542734264179,830.8826341588076,5
109.09839738416518,753.3338813300705,1
152.28571017129713,1073.1061634475736,2
35.7006706175509,1073.4899713326167,4
107.38535434129217,847.9170473886611,1
110.39531176993694,858.6885083145032,1
131.2729148710924,1069.6149812072908,3
50.52197156487672,565.5746975508027,5
47.181735476628944,577.7608676870334,4
120.8776626246759,784.4667336242692,6
111.87938692932744,935.9658544864458,6
110.01971401383506,1093.2722696794015,2
113.85792837987903,1442.6068650848656,4
72.79901113686037,1257.2978869606059,6
109.29014788644014,952.0184410109719,2
111.72289893194724,994.2951376291934,5
71.42594327894528,699.2411906086573,2
174.63098044579027,994.446059202283,6
118.9533168364715,913.4024083239585,3
52.34786011189406,1096.8155681014268,3
126.26214434535319,751.8307169343032,3
61.01273319090714,1155.8039542723518,6
131.48338414969808,1459.8216739007732,3
146.34382316029615,967.3719554629428,4
67.17270726593158,1120.5135166296825,5
138.53504516977287,1207.0431975133338,2
